recompensa100
100
0
0
0
100
100
0
0
100
0
0
0
0
100
100
0
100
100
100
100
100
0
100
0
100
0
0
100
0
0
86
86
86
0
86
0
0
0
84
84
84
0
84
84
0
0
84
0
84
0
0
0
80
0
0
80
0
0
0
78
78
78
78
78
0
0
0
0
78
78
0
0
0
0
0
0
72
0
0
68
68
68
0
68
68
0
0
0
66
66
0
0
0
0
0
0
0
60
0
60
0
60
0
60
0
0
60
0
60
60
0
60
60
60
60
60
60
60
60
60
60
0
0
60
0
0
0
58
58
0
58
0
0
0
0
0
56
56
56
0
56
56
0
56
0
0
0
54
0
54
54
0
0
0
0
0
0
0
54
54
0
0
54
54
0
0
54
0
54
0
0
0
54
54
54
54
54
54
0
0
54
54
0
0
54
54
54
0
54
0
0
54
0
0
0
54
0
54
54
54
0
0
54
54
54
0
0
54
0
0
0
52
0
52
0
0
0
0
0
46
46
46
0
0
0
0
46
0
44
44
0
44
0
0
0
0
42
42
0
0
0
42
0
42
42
0
42
0
0
42
42
42
0
42
0
42
0
0
42
42
0
42
42
42
42
42
42
42
0
42
0
42
42
42
0
42
0
42
42
0
0
42
0
42
42
42
0
0
42
0
0
42
0
42
42
42
0
0
0
40
40
0
0
40
0
40
40
40
40
0
0
40
0
0
0
40
0
40
0
40
0
0
0
40
0
40
40
0
0
0
0
40
0
0
40
0
0
0
38
38
0
0
38
0
0
38
38
38
38
38
0
38
38
0
38
0
0
0
0
0
0
38
0
0
38
38
38
0
0
0
0
38
38
38
0
38
0
0
0
38
0
38
38
38
38
38
38
38
38
0
0
0
0
0
38
0
38
38
38
38
0
38
0
38
38
0
38
0
0
0
38
38
38
38
38
0
0
38
38
38
0
38
0
0
38
0
0
38
0
38
0
38
38
38
38
0
0
0
0
38
38
38
0
38
38
38
0
38
0
38
0
38
0
38
0
0
38
0
0
38
0
38
38
38
0
0
38
0
38
0
0
0
38
0
0
0
38
0
38
38
38
38
0
38
38
38
38
38
0
38
0
38
38
38
38
0
38
0
38
0
38
0
38
38
0
0
38
0
0
38
38
0
0
38
0
0
0
38
0
38
0
0
0
0
0
0
36
0
0
36
36
0
0
0
0
0
0
36
0
36
0
0
0
36
36
36
36
36
36
0
36
0
36
36
36
0
0
0
0
36
0
0
36
0
0
0
0
0
34
0
34
34
0
34
34
34
0
0
34
34
0
34
34
34
0
34
0
34
0
0
0
0
0
0
32
0
0
0
0
32
32
0
0
32
0
32
0
0
32
32
32
32
32
32
0
32
32
32
32
32
32
0
0
32
32
32
32
0
0
32
0
32
32
32
0
0
32
32
32
0
0
32
32
32
0
0
0
0
0
0
0
0
32
32
32
0
0
0
0
0
32
32
0
0
0
32
32
0
0
0
0
0
30
0
28
0
0
0
0
28
0
0
26
26
0
0
0
0
0
0
26
26
26
26
0
0
0
0
26
0
26
0
0
26
26
26
0
0
26
0
0
0
0
0
0
24
24
0
0
24
24
24
0
0
24
0
0
0
0
0
24
0
0
24
0
0
0
22
0
0
0
0
0
0
0
0
0
0
22
0
22
22
22
22
0
22
22
0
0
0
0
22
0
0
0
0
0
0
0
0
0
14
0
14
14
14
0
0
14
0
14
14
14
14
0
14
14
0
0
12
0
12
0
0
0
12
0
0
12
0
0
0
0
12
0
0
12
0
0
0
0
10
0
0
0
0
0
0
0
0
0
10
0
0
0
0
0
10
0
0
0
0
0
0
0
10
0
0
0
0
0
0
0
8
8
0
0
0
8
0
0
0
0
0
8
0
0
0
0
0
0
8
8
0
0
0
0
8
0
0
0
0
0
0
0
0
0
0
0
8
8
0
0
0
0
8
8
0
0
0
0
8
8
0
0
0
0
8
0
8
0
0
8
0
0
0
0
0
0
0
0
0
0
0
0
8
0
0
0
0
6
0
0
6
0
0
0
0
0
6
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
4
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2
0
0
0
0
0
0
2
0
0
0
2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2
0
2
0
0
0
0
0
2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
