Daniel,MaisOuMenos,GuilhermePassos3,Cascalho,MaxRep,CorreVento,FlavioCCoelho,Cecilia2,Valentim2,Vivis3,wd1,Victor,Fernanda,popst,LeonardoPinheiro,KatnissEverdin,jefferson,AraraClayton,LeoRodrigues,Vitoria,Arthur2,LuisEduardo,Eliane2,GuilhermeBarros,Otto2,Adriano2,Arthur,JoaoHonesto,Gabrielp,Pedro01,Eliane,Gabriel,Souza,Valentim,Pedro02,Adriano1,AleaJactaEst,leondiniz,rafaelmesq,GuilhermePassos,Oda,GuilhermePassos2,AntonioPulcherio,MediaAna,Otto,Adriano3,Cecilia1,Luciene,FlavioCoelho,Medusa,jefferson2
0.31333333333333335,0.5716666666666667,0.3408333333333333,0.6666666666666666,0.16916666666666666,0.4683333333333333,1.0,0.5041666666666667,0.53,0.5675,1.0,0.0,0.31,0.9191666666666667,0.29333333333333333,0.7783333333333333,0.53,0.5591666666666667,0.9583333333333334,0.5358333333333334,0.425,0.8408333333333333,0.8733333333333333,0.24916666666666668,1.0,0.35583333333333333,0.43166666666666664,0.5116666666666667,0.645,0.49666666666666665,0.1125,0.645,0.6683333333333333,1.0,0.37083333333333335,0.4558333333333333,0.8108333333333333,0.6425,0.0,0.30666666666666664,[0.55166667],0.4608333333333333,0.6558333333333334,0.5566666666666666,1.0,0.4325,0.11416666666666667,0.7716666666666666,0.0,0.43916666666666665,0.4666666666666667
0.3104,0.5744,0.34,0.6656,0.1664,0.472,1.0,0.504,0.5296,0.5688,1.0,0.0,0.3104,0.9208,0.2896,0.7768,0.5296,0.5616,0.96,0.5384,0.4248,0.8384,0.8728,0.2456,1.0,0.3416,0.4264,0.508,0.648,0.4968,0.1144,0.648,0.6816,1.0,0.3688,0.444,0.8096,0.6448,0.0,0.3048,[0.5536],0.4576,0.6576,0.5584,1.0,0.4336,0.1136,0.7728,0.0,0.4384,0.4664
0.30538461538461537,0.5769230769230769,0.3392307692307692,0.6684615384615384,0.16384615384615384,0.4684615384615385,1.0,0.5038461538461538,0.5292307692307693,0.57,1.0,0.0,0.31076923076923074,0.9215384615384615,0.28615384615384615,0.7753846153846153,0.5292307692307693,0.5584615384615385,0.9615384615384616,0.5353846153846153,0.42230769230769233,0.8369230769230769,0.8723076923076923,0.24461538461538462,1.0,0.35307692307692307,0.4238461538461539,0.5084615384615384,0.65,0.49538461538461537,0.11615384615384615,0.65,0.6938461538461539,1.0,0.38076923076923075,0.4523076923076923,0.8061538461538461,0.6469230769230769,0.0,0.3030769230769231,[0.55384615],0.45615384615384613,0.6569230769230769,0.5584615384615385,1.0,0.43538461538461537,0.11307692307692307,0.7738461538461539,0.0,0.44,0.46692307692307694
0.30148148148148146,0.5792592592592593,0.3385185185185185,0.6674074074074074,0.16148148148148148,0.47185185185185186,1.0,0.5037037037037037,0.5296296296296297,0.5711111111111111,1.0,0.0,0.3111111111111111,0.9214814814814815,0.28296296296296297,0.774074074074074,0.5296296296296297,0.5607407407407408,0.9629629629629629,0.5377777777777778,0.42074074074074075,0.8348148148148148,0.8718518518518519,0.24666666666666667,1.0,0.34,0.42,0.5125925925925926,0.6518518518518519,0.49777777777777776,0.11777777777777777,0.6518518518518519,0.7051851851851851,1.0,0.38296296296296295,0.4414814814814815,0.8066666666666666,0.6488888888888888,0.0,0.30148148148148146,[0.55555556],0.4540740740740741,0.6570370370370371,0.557037037037037,1.0,0.4362962962962963,0.11259259259259259,0.7748148148148148,0.0,0.44074074074074077,0.4666666666666667
0.2985714285714286,0.5814285714285714,0.33785714285714286,0.665,0.15928571428571428,0.4664285714285714,1.0,0.5035714285714286,0.5292857142857142,0.5714285714285714,1.0,0.0,0.31142857142857144,0.92,0.28,0.7728571428571429,0.5292857142857142,0.5621428571428572,0.9642857142857143,0.5364285714285715,0.4185714285714286,0.8335714285714285,0.8714285714285714,0.2507142857142857,1.0,0.3507142857142857,0.41928571428571426,0.5121428571428571,0.6535714285714286,0.49357142857142855,0.11928571428571429,0.6535714285714286,0.7157142857142857,1.0,0.37642857142857145,0.4492857142857143,0.8028571428571428,0.6507142857142857,0.0,0.3,[0.55142857],0.45285714285714285,0.6592857142857143,0.5557142857142857,1.0,0.43785714285714283,0.11214285714285714,0.7757142857142857,0.0,0.44142857142857145,0.46714285714285714
0.32275862068965516,0.5827586206896552,0.3372413793103448,0.6648275862068965,0.15724137931034482,0.4710344827586207,1.0,0.503448275862069,0.5289655172413793,0.5710344827586207,1.0,0.0,0.3117241379310345,0.9193103448275862,0.2772413793103448,0.7717241379310344,0.5289655172413793,0.5620689655172414,0.9655172413793104,0.5351724137931034,0.41586206896551725,0.8317241379310345,0.8710344827586207,0.25103448275862067,1.0,0.3386206896551724,0.4206896551724138,0.5158620689655172,0.6551724137931034,0.49448275862068963,0.1206896551724138,0.6551724137931034,0.7255172413793104,1.0,0.38689655172413795,0.4572413793103448,0.803448275862069,0.6510344827586206,0.0,0.2986206896551724,[0.55103448],0.4503448275862069,0.6613793103448276,0.5537931034482758,1.0,0.4386206896551724,0.11172413793103449,0.776551724137931,0.0,0.4406896551724138,0.4668965517241379
0.31933333333333336,0.584,0.33666666666666667,0.6666666666666666,0.15533333333333332,0.472,1.0,0.5033333333333333,0.5293333333333333,0.5706666666666667,1.0,0.0,0.312,0.92,0.27466666666666667,0.7706666666666667,0.5293333333333333,0.5633333333333334,0.9666666666666667,0.5333333333333333,0.416,0.8306666666666667,0.8706666666666667,0.258,1.0,0.348,0.416,0.5186666666666667,0.6573333333333333,0.49266666666666664,0.122,0.6573333333333333,0.7346666666666667,1.0,0.38066666666666665,0.44733333333333336,0.8033333333333333,0.652,0.0,0.29733333333333334,[0.54933333],0.448,0.66,0.5586666666666666,1.0,0.43933333333333335,0.11133333333333334,0.7773333333333333,0.0,0.44066666666666665,0.4666666666666667
0.31718346253229973,0.5859173126614987,0.3365633074935401,0.6666666666666666,0.1524547803617571,0.4715762273901809,1.0,0.5032299741602068,0.5284237726098191,0.5710594315245479,1.0,0.0,0.31266149870801035,0.917312661498708,0.2713178294573643,0.770671834625323,0.5284237726098191,0.5613695090439277,0.9677002583979328,0.5329457364341085,0.4160206718346253,0.8294573643410853,0.8708010335917312,0.25839793281653745,1.0,0.35723514211886304,0.4166666666666667,0.5193798449612403,0.6602067183462532,0.49224806201550386,0.12338501291989665,0.6602067183462532,0.7157622739018088,1.0,0.37532299741602065,0.45542635658914726,0.8003875968992248,0.6537467700258398,0.0,0.29844961240310075,[0.54844961],0.4450904392764858,0.6602067183462532,0.560077519379845,1.0,0.4392764857881137,0.1111111111111111,0.7790697674418605,0.0,0.44250645994832044,0.46834625322997414
0.3130106851037084,0.5895663104965431,0.33940917661847897,0.6631049654305469,0.14896291640477688,0.4714016341923319,1.0,0.5034569453174105,0.5267127592708988,0.5732243871778756,1.0,0.0,0.3142677561282212,0.917312661498708,0.26587052168447517,0.7730986800754243,0.5267127592708988,0.5593966059082338,0.9677002583979328,0.5317410433689503,0.4198617221873036,0.8290383406662476,0.8705216844751729,0.2595851665619108,1.0,0.3475801382778127,0.41734758013827783,0.5210559396605908,0.6649905719673161,0.4871150219987429,0.12507856693903205,0.6649905719673161,0.6983029541169076,1.0,0.37649277184160906,0.4481458202388435,0.802639849151477,0.6574481458202388,0.0,0.30295411690760526,[0.54808297],0.4437460716530484,0.6605908233815211,0.5606536769327467,1.0,0.43997485857950974,0.11062225015713388,0.7831552482715274,0.0,0.44563167818981775,0.470144563167819
0.3084455324357405,0.5936352509179926,0.34210526315789475,0.6652386780905752,0.1456548347613219,0.47429620563035496,1.0,0.503671970624235,0.5250917992656059,0.576499388004896,1.0,0.0,0.3157894736842105,0.917312661498708,0.2607099143206854,0.7747858017135862,0.5250917992656059,0.555079559363525,0.9677002583979328,0.5293757649938801,0.4204406364749082,0.828641370869033,0.8702570379436965,0.26193390452876375,1.0,0.3580171358629131,0.41921664626682986,0.5177478580171359,0.6695226438188494,0.488984088127295,0.1266829865361077,0.6695226438188494,0.682374541003672,1.0,0.38004895960832313,0.45716034271725825,0.8017135862913096,0.6615667074663403,0.0,0.3078335373317013,[0.54589963],0.4418604651162791,0.6609547123623011,0.5605875152998776,1.0,0.4430844553243574,0.11015911872705018,0.7870257037943696,0.0,0.4479804161566707,0.4718482252141983
0.3053070960047704,0.5974955277280859,0.3446630888491354,0.6666666666666666,0.14251639833035182,0.4740608228980322,1.0,0.5038759689922481,0.5235539654144306,0.5796064400715564,1.0,0.0,0.31723315444245676,0.917312661498708,0.2558139534883721,0.776386404293381,0.5235539654144306,0.5521765056648777,0.9677002583979328,0.5289206917113893,0.4180083482409064,0.8282647584973166,0.8700059630292188,0.26237328562909956,1.0,0.3488372093023256,0.42277877161598093,0.5140131186642815,0.6738223017292785,0.48717948717948717,0.1282051282051282,0.6738223017292785,0.6678592725104353,1.0,0.3905784138342278,0.4502087060226595,0.8014311270125224,0.6654740608228981,0.0,0.3124627310673822,[0.54203936],0.43768634466308887,0.6612999403697079,0.5551580202742994,1.0,0.4460345855694693,0.10971973762671437,0.7906976744186046,0.0,0.45080500894454384,0.47346451997614786
0.3005813953488372,0.6011627906976744,0.3470930232558139,0.6691860465116279,0.13953488372093023,0.4761627906976744,1.0,0.5040697674418605,0.522093023255814,0.5825581395348837,1.0,0.0,0.3186046511627907,0.917312661498708,0.25116279069767444,0.7779069767441861,0.522093023255814,0.5476744186046512,0.9677002583979328,0.5255813953488372,0.4197674418604651,0.8075581395348838,0.8697674418604651,0.261046511627907,1.0,0.35872093023255813,0.4232558139534884,0.5127906976744186,0.6779069767441861,0.4883720930232558,0.1296511627906977,0.6779069767441861,0.6540697674418605,1.0,0.3866279069767442,0.4436046511627907,0.8017441860465117,0.6691860465116279,0.0,0.3168604651162791,[0.54186047],0.43488372093023253,0.6622093023255814,0.5523255813953488,1.0,0.44883720930232557,0.10930232558139535,0.7941860465116279,0.0,0.45290697674418606,0.475
0.2955190017016449,0.6046511627906976,0.3494044242768009,0.6704480998298356,0.1366988088485536,0.4753261486103233,1.0,0.504254112308565,0.5207033465683494,0.5853658536585366,1.0,0.0,0.31990924560408396,0.917312661498708,0.24673851389676688,0.7793533749290982,0.5207033465683494,0.5422575155984118,0.9677002583979328,0.525241066364152,0.41973908111174135,0.8071469086783891,0.869540555870675,0.2597844583096994,1.0,0.3499716392512762,0.4248440158820193,0.5138967668746455,0.681792399319342,0.4906409529211571,0.13159387407827566,0.681792399319342,0.6415201361315939,1.0,0.396483267158253,0.45207033465683494,0.8020419739081112,0.6727169597277368,0.0,0.3210436755530346,[0.53942144],0.43448667044809985,0.6500283607487237,0.553034600113443,1.0,0.4515031196823596,0.10890527509926262,0.7975042541123085,0.0,0.4549064095292116,0.476460578559274
0.3122923588039867,0.6074197120708749,0.35160575858250276,0.6677740863787376,0.13399778516057587,0.4728682170542636,1.0,0.5044296788482835,0.5193798449612403,0.5874861572535991,1.0,0.0,0.3211517165005537,0.917312661498708,0.2425249169435216,0.7807308970099668,0.5193798449612403,0.5409745293466224,0.9677002583979328,0.5221483942414175,0.4186046511627907,0.8067552602436323,0.8693244739756367,0.2602436323366556,1.0,0.3588039867109635,0.4280177187153931,0.5138427464008859,0.6854928017718716,0.491140642303433,0.13344407530454042,0.6854928017718716,0.6284606866002215,1.0,0.39700996677740863,0.44573643410852715,0.8023255813953488,0.6755260243632336,0.0,0.32502768549280175,[0.53875969],0.43410852713178294,0.6533776301218162,0.553156146179402,1.0,0.4540420819490587,0.10852713178294573,0.8006644518272426,0.0,0.4573643410852713,0.4778516057585825
